hui,group,year,value,subGroup,city_id,lastValue,lat,lon
The Fast and the Furious,Uni.,2001,144533925,The Fast and the Furious,Uni.,144533925,27.18333,78.01667
Lara Croft: Tomb Raider,Par.,2001,131168070,Lara Croft: Tomb Raider,Par.,131168070,27.18333,78.01667
How the Grinch Stole Christmas,Uni.,2000,260044825,How the Grinch Stole Christmas,Uni.,260044825,27.18333,78.01667
Cast Away,Fox,2000,233632142,Cast Away,Fox,233632142,27.18333,78.01667
Mission: Impossible II,Par.,2000,215409889,Mission: Impossible II,Par.,215409889,27.18333,78.01667
Gladiator,DW,2000,187705427,Gladiator,DW,187705427,27.18333,78.01667
What Women Want,Par.,2000,182811707,What Women Want,Par.,182811707,27.18333,78.01667
The Perfect Storm,WB,2000,182618434,The Perfect Storm,WB,182618434,27.18333,78.01667
Meet the Parents,Uni.,2000,166244045,Meet the Parents,Uni.,166244045,27.18333,78.01667
X-Men,Fox,2000,157299717,X-Men,Fox,157299717,27.18333,78.01667
Scary Movie,Mira.,2000,157019771,Scary Movie,Mira.,157019771,27.18333,78.01667
What Lies Beneath,DW,2000,155464351,What Lies Beneath,DW,155464351,27.18333,78.01667
Dinosaur,BV,2000,137748063,Dinosaur,BV,137748063,27.18333,78.01667
"Crouching Tiger, Hidden Dragon",SPC,2000,128078872,"Crouching Tiger, Hidden Dragon",SPC,128078872,27.18333,78.01667
Erin Brockovich,Uni.,2000,125595205,Erin Brockovich,Uni.,125595205,27.18333,78.01667
Charlie's Angels,Sony,2000,125305545,Charlie's Angels,Sony,125305545,27.18333,78.01667
Traffic,USA,2000,124115725,Traffic,USA,124115725,27.18333,78.01667
Star Wars: Episode I - The Phantom Menace,Fox,1999,431088295,Star Wars: Episode I - The Phantom Menace,Fox,431088295,27.18333,78.01667
The Sixth Sense,BV,1999,293506292,The Sixth Sense,BV,293506292,27.18333,78.01667
Toy Story 2,BV,1999,245852179,Toy Story 2,BV,245852179,27.18333,78.01667
Austin Powers: The Spy Who Shagged Me,NL,1999,206040086,Austin Powers: The Spy Who Shagged Me,NL,206040086,27.18333,78.01667
The Matrix,WB,1999,171479930,The Matrix,WB,171479930,27.18333,78.01667
Tarzan,BV,1999,171091819,Tarzan,BV,171091819,27.18333,78.01667
Big Daddy,Sony,1999,163479795,Big Daddy,Sony,163479795,27.18333,78.01667
The Mummy,Uni.,1999,155385488,The Mummy,Uni.,155385488,27.18333,78.01667
Runaway Bride,Par.,1999,152257509,Runaway Bride,Par.,152257509,27.18333,78.01667
The Blair Witch Project,Art.,1999,140539099,The Blair Witch Project,Art.,140539099,27.18333,78.01667
Stuart Little,Sony,1999,140035367,Stuart Little,Sony,140035367,27.18333,78.01667
The Green Mile,WB,1999,136801374,The Green Mile,WB,136801374,27.18333,78.01667
American Beauty,DW,1999,130096601,American Beauty,DW,130096601,27.18333,78.01667
The World Is Not Enough,MGM,1999,126943684,The World Is Not Enough,MGM,126943684,27.18333,78.01667
Double Jeopardy,Par.,1999,116741558,Double Jeopardy,Par.,116741558,27.18333,78.01667
Saving Private Ryan,DW,1998,216540909,Saving Private Ryan,DW,216540909,27.18333,78.01667
Armageddon,BV,1998,201578182,Armageddon,BV,201578182,27.18333,78.01667
There's Something About Mary,Fox,1998,176484651,There's Something About Mary,Fox,176484651,27.18333,78.01667
A Bug's Life,BV,1998,162798565,A Bug's Life,BV,162798565,27.18333,78.01667
The Waterboy,BV,1998,161491646,The Waterboy,BV,161491646,27.18333,78.01667
Doctor Dolittle,Fox,1998,144156605,Doctor Dolittle,Fox,144156605,27.18333,78.01667
Rush Hour,NL,1998,141186864,Rush Hour,NL,141186864,27.18333,78.01667
Deep Impact,Par.,1998,140464664,Deep Impact,Par.,140464664,27.18333,78.01667
Godzilla,Sony,1998,136314294,Godzilla,Sony,136314294,27.18333,78.01667
Patch Adams,Uni.,1998,135026902,Patch Adams,Uni.,135026902,27.18333,78.01667
Lethal Weapon 4,WB,1998,130444603,Lethal Weapon 4,WB,130444603,27.18333,78.01667
The Truman Show,Par.,1998,125618201,The Truman Show,Par.,125618201,27.18333,78.01667
Mulan,BV,1998,120620254,Mulan,BV,120620254,27.18333,78.01667
You've Got Mail,WB,1998,115821495,You've Got Mail,WB,115821495,27.18333,78.01667
Enemy of the State,BV,1998,111549836,Enemy of the State,BV,111549836,27.18333,78.01667
The Lost World: Jurassic Park,Uni.,1997,229086679,The Lost World: Jurassic Park,Uni.,229086679,27.18333,78.01667
Men in Black,Sony,1997,250690539,Men in Black,Sony,250690539,27.18333,78.01667
Batman and Robin,WB,1997,107325195,Batman and Robin,WB,107325195,27.18333,78.01667
Air Force One,Sony,1997,172956409,Air Force One,Sony,172956409,27.18333,78.01667
Star Wars (Special Edition),Fox,1997,138257865,Star Wars (Special Edition),Fox,138257865,27.18333,78.01667
Scream 2,Dim.,1997,101363301,Scream 2,Dim.,101363301,27.18333,78.01667
Liar Liar,Uni.,1997,181410615,Liar Liar,Uni.,181410615,27.18333,78.01667
Titanic,Par.,1997,600788188,Titanic,Par.,600788188,27.18333,78.01667
Flubber,BV,1997,92977226,Flubber,BV,92977226,27.18333,78.01667
Tomorrow Never Dies,MGM,1997,125304276,Tomorrow Never Dies,MGM,125304276,27.18333,78.01667
Con Air,BV,1997,101117573,Con Air,BV,101117573,27.18333,78.01667
Face/Off,Par.,1997,112276146,Face/Off,Par.,112276146,27.18333,78.01667
Starship Troopers,Sony,1997,54814377,Starship Troopers,Sony,54814377,27.18333,78.01667
The Empire Strikes Back (Special Edition),Fox,1997,67597694,The Empire Strikes Back (Special Edition),Fox,67597694,27.18333,78.01667
My Best Friend's Wedding,Sony,1997,127120029,My Best Friend's Wedding,Sony,127120029,27.18333,78.01667
George of the Jungle,BV,1997,105263257,George of the Jungle,BV,105263257,27.18333,78.01667
As Good as It Gets,Sony,1997,148478011,As Good as It Gets,Sony,148478011,27.18333,78.01667
Good Will Hunting,Mira.,1997,138433435,Good Will Hunting,Mira.,138433435,27.18333,78.01667
